field_1,n_shipname,lat_bin,lon_bin,fishing_hours,total_hours,fishing_hours_sq_km,total_hours_sq_km
"57",ANGAMOS4,-19.83,-70.24,0,0.135555555555556,0,0.116954976668024
"381",ATACAMAIV,-19.75,-70.19,0,0.133333333333333,0,0.114979900335714
"653",ALBIMER,-19.7,-70.23,0.133333333333333,0.933333333333333,0.114943930034632,0.804607510242422
"654",ALBIMER,-19.82,-70.21,1.06666666666667,2.13333333333333,0.920243550584302,1.8404871011686
"659",ALBIMER,-19.69,-70.19,0,0.266666666666667,0,0.229873498353883
"670",ALBIMER,-19.68,-70.21,1.46666666666667,1.6,1.26422529988861,1.37915487260575
"1070",BLANQUILLO,-19.83,-70.23,0,0.5625,0,0.485315220804811
"2301",COSTAGRANDE1,-19.74,-70.19,1.75,2.3,1.50901665428849,1.98327903135058
"2726",ATACAMAV,-19.75,-70.21,0,0.8,0,0.689879402014281
"2922",COLLEN,-19.75,-70.24,1.46666666666667,1.91666666666667,1.26477890369285,1.65283606732588
"2923",COLLEN,-19.77,-70.23,0,0.266666666666667,0,0.229988638571306
"2967",BANDURRIA,-19.81,-70.24,0.133333333333333,0.533333333333333,0.115023210091902,0.46009284036761
"3176",INTREPIDO,-19.77,-70.24,0,2.10888888888889,0,1.81882681670142
"3177",INTREPIDO,-19.8,-70.24,0,0.233055555555556,0,0.201038349727657
"3178",INTREPIDO,-19.73,-70.24,0,0.381388888888889,0,0.328849229453272
"3183",INTREPIDO,-19.81,-70.23,0,0.536666666666667,0,0.462968420619907
"3468",ANGAMOS3,-19.82,-70.24,0,0.410277777777778,0,0.353958261513806
"3470",ANGAMOS3,-19.73,-70.24,0.814722222222222,1.18861111111111,0.702487101228293,1.02486952136238
"3601",ALBIMER,-19.76,-70.24,0.533333333333333,0.8,0.459948430429236,0.689922645643855
"3655",EPERVA49,-19.76,-70.22,0,0.266666666666667,0,0.229974215214618
"4161",ANGAMOS2,-19.67,-70.28,0,0.383333333333333,0,0.330401901880209
"4222",EPERVA66,-19.71,-70.23,0,0.285,0,0.245708008935537
"4608",COSTAGRANDE1,-19.72,-70.24,0.266666666666667,0.533333333333333,0.229916609897494,0.459833219794989
"4951",ATACAMAIV,-19.82,-70.22,0.533333333333333,1.06666666666667,0.460121775292151,0.920243550584302
"5053",ICALMA,-19.7,-70.21,0,0.1525,0,0.13146711997711
"5399",TRUENOI,-19.83,-70.21,0,0.258888888888889,0,0.22336483248893
"5400",TRUENOI,-19.8,-70.21,0,0.131944444444444,0,0.113817897640807
"5760",ALERCE,-19.77,-70.22,0.133333333333333,1.33333333333333,0.114994319285653,1.14994319285653
"6806",LOA7,-19.77,-70.23,0,0.266666666666667,0,0.229988638571306
"6824",LOA7,-19.75,-70.22,0,0.266666666666667,0,0.229959800671427
"6825",LOA7,-19.73,-70.22,0,0.4,0,0.344896497023096
"6831",LOA7,-19.7,-70.2,0,0.133333333333333,0,0.114943930034632
"7073",COSTAGRANDE1,-19.73,-70.25,0,0.383333333333333,0,0.330525809647134
"8276",LOA2,-19.73,-70.23,0,0.266666666666667,0,0.229930998015398
"8289",LOA2,-19.71,-70.2,0,0.133333333333333,0,0.114951115291479
"8342",CLAUDIAALEJANDRA,-19.76,-70.22,0.4,1.2,0.344961322821927,1.03488396846578
"8372",CLAUDIAALEJANDRA,-19.78,-70.2,0.133333333333333,0.933333333333333,0.115001535372015,0.805010747604102
"8376",CLAUDIAALEJANDRA,-19.72,-70.22,0,0.666666666666667,0,0.574791524743736
"8377",CLAUDIAALEJANDRA,-19.8,-70.23,0,0.266666666666667,0,0.230031961547736
"8504",EPERVA65,-19.69,-70.25,0,0.195277777777778,0,0.168334447232062
"8635",MARLIN,-19.81,-70.24,0,0.161388888888889,0,0.13922601054874
"8672",BARRACUDAIV,-19.8,-70.22,0,0.4,0,0.345047942321605
"8787",HALCON,-19.75,-70.2,0,0.1425,0,0.122884768483794
"8924",EPERVA61,-19.68,-70.27,0,0.776944444444444,0,0.669704197687204
"9405",ANGAMOS1,-19.79,-70.2,0,0.0355555555555556,0,0.0306690015647101
"9406",ANGAMOS1,-19.67,-70.26,0,0.0744444444444444,0,0.0641650070318086
"9748",CORPESCA2,-19.74,-70.21,1.05694444444444,1.18583333333333,0.911398153899634,1.02253842812025
"9781",CORPESCA2,-19.8,-70.25,0,0.411666666666667,0,0.355111840639318
"10464",EPERVA56,-19.78,-70.24,0,0.249444444444444,0,0.215148705758477
"11382",INTREPIDO,-19.78,-70.23,0,0.130555555555556,0,0.112605670051764
"11791",TORNADO,-19.81,-70.25,0.119166666666667,0.793333333333333,0.102801994019638,0.684388100046819
"11792",TORNADO,-19.83,-70.25,0.124444444444444,0.358333333333333,0.107368503170645,0.309163770290472
"11793",TORNADO,-19.78,-70.23,0,0.3575,0,0.308347866716214
